,sensor_1_mean,sensor_1_std,sensor_1_min,sensor_1_20,sensor_1_40,sensor_1_60,sensor_1_80,sensor_1_max,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_20,sensor_2_40,sensor_2_60,sensor_2_80,sensor_2_max,sensor_3_mean,sensor_3_std,sensor_3_min,sensor_3_20,sensor_3_40,sensor_3_60,sensor_3_80,sensor_3_max,sensor_4_mean,sensor_4_std,sensor_4_min,sensor_4_20,sensor_4_40,sensor_4_60,sensor_4_80,sensor_4_max,sensor_5_mean,sensor_5_std,sensor_5_min,sensor_5_20,sensor_5_40,sensor_5_60,sensor_5_80,sensor_5_max,sensor_6_mean,sensor_6_std,sensor_6_min,sensor_6_20,sensor_6_40,sensor_6_60,sensor_6_80,sensor_6_max,sensor_7_mean,sensor_7_std,sensor_7_min,sensor_7_20,sensor_7_40,sensor_7_60,sensor_7_80,sensor_7_max,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_20,sensor_8_40,sensor_8_60,sensor_8_80,sensor_8_max,sensor_9_mean,sensor_9_std,sensor_9_min,sensor_9_20,sensor_9_40,sensor_9_60,sensor_9_80,sensor_9_max,sensor_10_mean,sensor_10_std,sensor_10_min,sensor_10_20,sensor_10_40,sensor_10_60,sensor_10_80,sensor_10_max
0,-1.6103231612806452,303.09609878622615,-1421.0,-249.0,-72.0,72.0,249.0,1353.0,4.613823102948285,678.3308278523969,-5199.0,-494.0,-143.0,152.0,502.0,5572.0,3.559724004599923,290.8725165265434,-1453.0,-231.0,-66.0,70.0,235.0,1413.0,2.0199830002833288,384.1408127028497,-1960.0,-318.0,-93.0,95.0,321.0,1699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.718854685755238,696.9363596766395,-2776.0,-607.0,-181.0,179.0,590.0,2432.0,7.060032332794454,521.1095273830567,-2338.0,-426.0,-127.0,129.0,441.0,2969.0,1.268362193963434,620.9503352769349,-2878.0,-524.0,-158.0,162.0,528.0,2544.0,1.465042249295845,372.3867464730317,-1747.0,-304.0,-90.0,93.0,306.0,2021.0,2.5994400093331778,596.8658179320448,-3527.0,-503.0,-151.0,159.0,507.0,2187.0
1,1.4261262312294796,438.3605598287871,-2005.0,-333.0,-96.0,100.0,338.0,2197.0,2.4844419259679005,661.1632552772255,-4267.0,-479.0,-141.0,140.0,482.0,5111.0,-2.7942700954984083,362.2001306936566,-2094.0,-282.0,-82.0,81.0,277.0,1723.0,-1.7005716571390477,369.4827180548166,-2166.0,-291.0,-85.0,83.0,288.0,1923.0,0.7321044649255846,274.6680429733069,-2090.0,-194.0,-56.0,56.0,195.0,1764.0,-8.975067082215297,360.13194130069104,-1684.0,-286.0,-84.0,84.0,277.0,1888.0,5.870218829686172,475.7760272858439,-3549.0,-347.0,-102.0,112.0,364.0,2442.0,-1.086831886135231,364.99022470028626,-1716.0,-295.0,-86.0,92.0,301.0,1476.0,3.179234935794678,407.41818343062374,-2615.0,-313.0,-91.0,92.0,321.6000000000058,2189.0,19.895518408026533,932.6996616989925,-4591.0,-692.0,-202.0,205.0,710.0,5319.0
2,2.5045915901401643,241.57541482888922,-1115.0,-195.0,-58.0,58.0,199.0,1148.0,5.449709171513808,831.4692208424109,-6147.0,-575.0,-167.0,169.0,585.0,7587.0,-1.5885401909968166,217.98722492691482,-1207.0,-172.0,-51.0,52.0,172.0,1159.0,-1.150830819486342,293.57090310465907,-1816.0,-235.0,-69.0,69.0,235.0,1583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.3283611939801,468.8159009075878,-1812.0,-411.0,-122.0,119.0,381.0,1564.0,-1.957634039432676,356.3384530729578,-1481.0,-291.0,-80.0,85.0,288.0,1601.0,-4.111614806419893,350.3221406438105,-1293.0,-295.0,-92.0,88.0,297.0,1202.0,-1.8333361110648156,261.36037832085,-1542.0,-203.0,-60.0,58.0,199.0,1778.0,0.9681005316578057,500.54489167546865,-2798.0,-402.0,-121.0,120.0,403.0,2522.0
3,2.1657972367127214,221.96782509517988,-1025.0,-171.0,-50.0,52.0,177.0,1254.0,-0.3733771103814936,425.18959442097815,-2828.0,-316.0,-94.0,91.0,319.0,2453.0,-2.6989883501941634,194.08719279525658,-847.0,-162.0,-48.0,47.0,155.0,1345.0,-1.3168613856435727,239.59300183962247,-1102.0,-196.0,-58.0,58.0,191.0,1055.0,0.30879485341910967,167.916542993285,-1693.0,-124.0,-35.0,36.0,124.0,1166.0,-0.836886051899135,311.50336859076975,-1840.0,-255.0,-77.0,77.0,253.0,2025.0,-0.8431359477342044,292.56253780447287,-1533.0,-233.0,-70.0,70.0,231.0,1576.0,-0.1753137447709205,321.8932725525335,-1457.0,-267.0,-83.0,81.0,267.0,1542.0,-3.510917410442438,237.9851420523864,-1574.0,-193.0,-59.0,56.0,189.0,1340.0,8.381443642605957,523.4498433931581,-2911.0,-400.0,-121.0,122.0,407.0,3614.0
4,0.07381543640939317,261.6959354566374,-1190.0,-216.0,-63.0,62.0,212.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9988833519441342,227.92374729739214,-1184.0,-186.0,-57.0,57.0,192.0,1176.0,0.24507924867918868,262.58987245987595,-1308.0,-216.0,-65.0,65.0,214.0,1290.0,-0.4413759770670489,190.74493440368667,-1052.0,-148.0,-44.0,43.0,148.0,1060.0,2.205646572557124,445.91929822048945,-1715.0,-376.0,-116.0,114.0,388.0,1700.0,-4.784353594106765,312.575960974584,-1103.0,-278.0,-82.0,79.0,264.0,1036.0,-1.7303211613139782,412.60638380355044,-1618.0,-354.0,-107.0,107.0,351.0,1439.0,1.6229062848952518,325.0894477390704,-7252.0,-208.0,-61.0,63.0,212.0,7725.0,-3.7404709921501307,562.7483163696668,-2611.0,-458.0,-134.0,134.0,449.0,3274.0
5,5.7651872468792185,385.437067338778,-1637.0,-312.0,-95.0,96.0,322.0,2161.0,3.4399093348444194,534.6608359759941,-5259.0,-415.0,-123.0,126.0,423.0,3696.0,-1.4592423459609007,328.42736291243847,-1506.0,-273.0,-83.0,82.0,274.0,1557.0,0.5614739754337428,361.8310693197222,-1638.0,-304.0,-93.0,93.0,302.0,1370.0,1.6868385526907885,238.9923855724419,-1375.0,-190.0,-57.0,57.0,193.0,1292.0,-4.12694788420193,605.6552906293323,-1982.0,-520.0,-153.0,158.0,526.0,2253.0,-10.65600573323778,467.67551332732177,-2761.0,-423.0,-129.0,118.0,365.0,1928.0,-0.26961217313044783,676.1747818856228,-2697.0,-570.0,-175.0,173.0,587.0,2924.0,-0.9860502324961251,334.8156165544462,-1869.0,-277.0,-83.0,84.0,277.0,1992.0,-0.47607539874335425,818.6124278507931,-4050.0,-670.0,-200.0,212.0,681.0,3980.0
6,-2.2623622939617674,365.0112208296418,-2200.0,-263.0,-76.0,76.0,259.0,2493.0,0.5093581773637106,596.4247609854827,-10242.0,-349.0,-98.0,99.0,347.0,9378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.013183113614773,340.48736277508965,-2860.0,-264.0,-79.0,77.0,261.0,2068.0,-1.1581170790585396,133.68639972025275,-490.0,-109.0,-32.0,35.0,110.0,524.0,3.587240212663122,539.1953114223545,-2603.0,-441.0,-137.0,137.0,459.0,2661.0,1.6198230029499507,395.1128451211254,-2432.0,-297.0,-89.0,89.0,308.0,2836.0,-1.3289778503691605,462.9158046791736,-2887.0,-378.0,-112.0,112.0,375.0,2121.0,-2.985866902218296,379.3633392939451,-2122.0,-290.0,-84.0,85.0,284.0,2435.0,1.6135397743370943,743.664897145218,-4356.0,-531.0,-158.0,160.0,538.0,5105.0
7,1.0999316678055366,731.1385232499828,-2999.0,-601.0,-181.0,184.0,612.0,3185.0,1.5964400593323445,1034.3085740902836,-7089.0,-827.0,-246.0,243.0,837.0,6362.0,0.6401726637889369,757.482690949959,-3237.0,-620.0,-191.0,190.0,633.0,2805.0,-6.425959567340544,730.6530207438345,-3511.0,-606.0,-184.0,180.0,595.0,3238.0,1.4892418459692338,316.2365478378909,-2278.0,-250.0,-74.0,76.0,255.0,1700.0,-2.1712638122697956,547.8220603762516,-3171.0,-444.0,-131.0,132.0,445.0,3262.0,-0.1852802453292445,521.7776629823521,-4509.0,-391.0,-111.0,112.0,389.0,5356.0,0.9932834452759121,608.501875377731,-3763.0,-508.0,-157.0,153.0,513.0,3070.0,3.5469571621876232,906.9512236776586,-3458.0,-762.0,-231.0,231.0,774.0,3769.0,13.84718588023533,1173.4154878803397,-4919.0,-952.0,-284.0,288.0,983.0,4576.0
8,-1.0852819119681338,132.65257119083932,-627.0,-109.0,-31.0,32.0,107.0,555.0,-0.014233096115064748,392.86154766119483,-4144.0,-258.0,-73.0,73.0,260.0,3401.0,-1.8687521874635422,126.31158995538703,-512.0,-105.0,-31.0,30.0,102.0,528.0,-1.1070648822519624,130.77988225864834,-650.0,-103.0,-31.0,30.0,101.0,740.0,0.16144730921151315,91.36098848888062,-994.0,-60.0,-17.0,17.0,60.0,1028.0,1.4102598290028499,383.7382732419772,-2696.0,-283.0,-83.0,82.0,283.0,2774.0,2.8618189696838385,146.00985305457274,-620.0,-116.0,-35.0,37.0,123.0,511.0,1.0086165230579491,157.041368464128,-580.0,-131.0,-40.0,38.0,134.0,642.0,0.17773037116048065,150.66780637566671,-686.0,-122.0,-36.0,36.0,121.0,857.0,-1.708938184363594,287.3240956625007,-1538.0,-226.0,-67.0,69.0,226.0,1566.0
9,-1.056799053349111,334.0394367044316,-1428.0,-278.0,-83.0,83.0,278.0,1368.0,-1.6341060982316962,1108.8146069351521,-7580.0,-757.0,-220.0,215.0,756.0,7191.0,2.995200079998667,312.58561410216595,-1535.0,-257.0,-78.0,77.0,264.0,1303.0,2.279478675355411,400.1649296732134,-1581.0,-325.0,-100.0,99.0,334.0,1832.0,1.5901401643305946,221.6365010073529,-1345.0,-168.0,-51.0,51.0,172.0,1227.0,3.61347310878152,395.7524433630259,-1548.0,-308.0,-93.0,91.0,328.0,1694.0,-2.138747687538541,297.6879129201553,-1146.0,-249.0,-72.0,74.0,239.0,981.0,-3.774720421326311,487.3897019137722,-1930.0,-419.0,-129.0,127.0,417.0,1864.0,-4.891201813303112,405.7920278452464,-1553.0,-349.0,-103.0,102.0,334.0,1621.0,-5.659539007683205,613.9563299760902,-3195.0,-500.0,-145.0,144.0,490.0,4109.0
